AuthorID,Author,Date,Content,Attachments,Reactions
1.04E+18,kaze_no_kai,2024-01-03T16:00:30.6170000+08:00,Hey @Silvério please keep the content relevant to Decentraland. Thanks for the understanding 🙏,,
1.07E+18,metaversecrypto.,2024-01-03T18:44:10.9580000+08:00,Has any land by the genesis plaza ever sold or been listed?,,
3.02E+17,peanutbutta.,2024-01-03T20:51:37.5890000+08:00,"All LANDs were sold in the original auctions, likely quite a few have been resold.",,
1.07E+18,bellyz.web3,2024-01-03T23:02:35.2620000+08:00,Hi. Where can I find builders/designers in DCL?,,
1.07E+18,bellyz.web3,2024-01-03T23:03:01.1850000+08:00,Designers of wearable clothing/locations,,
1.06E+18,_cicadaa_,2024-01-03T23:06:14.4350000+08:00,"Hi, @bellyz. You can find the list of the verified studios in Decentraland on this page: https://studios.decentraland.org/studios. Also, I've deleted the duplicates of your inquiry from the other channels. Please be always guided by the #rules of our server. Thanks! 🙏",,
1.07E+18,bellyz.web3,2024-01-03T23:26:36.4780000+08:00,Thanks!,,❤️ (1)
9.37E+17,fortytwo142,2024-01-04T00:18:36.1510000+08:00,Anyone wanna play decentraland together,,❤️ (1)
9.02E+17,coolhand7529,2024-01-04T01:13:07.6530000+08:00,*hello*,,
8.54E+17,negination,2024-01-04T03:09:40.8770000+08:00,Hey?,,
8.54E+17,negination,2024-01-04T03:09:45.7940000+08:00,I am new to this game,,
1.06E+18,_cicadaa_,2024-01-04T03:19:00.6750000+08:00,"Hello, @Negi. We're glad that you made it to Decentraland's Discord server. Please take some time to check the #rules of the server. You may also read through our docs (https://docs.decentraland.org/player/general/introduction/) to learn more about Decentraland. Lastly, if you need help with anything, don't hesitate to let us know. 😊",,
8.54E+17,negination,2024-01-04T03:19:38.8870000+08:00,Yes so  I have the basic idea of what this is but I want to start earning in this,,
1.06E+18,_cicadaa_,2024-01-04T03:21:31.2470000+08:00,Cool! The best advice I can give is to check out the events/scenes in the platform to win wearables and emotes that you may sell in the marketplace. 😉,,
8.54E+17,negination,2024-01-04T03:21:54.5430000+08:00,So I have to give time to this game right?,,
8.54E+17,negination,2024-01-04T03:22:06.2290000+08:00,And can I promote this game on my youtube?,,
1.06E+18,_cicadaa_,2024-01-04T03:23:10.7480000+08:00,"This really depends on you. The quests and games in DCL are fairly easy, and yes, you're free to promote the platform on YouTube.",,👍🏻 (1)
1.06E+18,_cicadaa_,2024-01-04T05:04:53.8590000+08:00,"Hi, @MetafoxCrew. The best place to discuss this topic is on the #🎉-events channel, and I see that you also posted it there. As part of the #rules, I'll remove this duplicate post now to keep things tidy. 🙏",,🫶 (1)
3.98E+17,metafoxcrew,2024-01-04T05:06:53.0740000+08:00,ok @_Cicadaa_ thank you 🫶,,❤️ (1)
9.19E+17,blitzkrieg.szn,2024-01-04T06:19:54.3460000+08:00,Can the $20 CoinGecko bonus be withdrawn?,,
4.45E+17,eafifamobile,2024-01-04T06:45:31.9470000+08:00,Hello,,
8.27E+17,aki4558,2024-01-04T06:47:02.6830000+08:00,Hey,,
1.02E+18,Decentraland#7255,2024-01-04T08:00:04.0060000+08:00,,,
9.45E+17,nataraj8865,2024-01-04T09:47:42.4030000+08:00,Hello,,
3.71E+17,vp.kurn,2024-01-04T12:34:13.1050000+08:00,How to claim bonus $20 from coingecko,,
1.03E+18,heyarnold031115,2024-01-04T12:38:20.3690000+08:00,hello,,
1.03E+18,heyarnold031115,2024-01-04T12:38:47.9520000+08:00,may i know if how to use and withdraw the $20 bunos fron coingecko candy,,
9.08E+17,devsing39667081,2024-01-04T13:40:06.2000000+08:00,Hello any mod here .??,,
9.08E+17,devsing39667081,2024-01-04T13:40:55.4160000+08:00,I'm new ... can I play in mobile In desktop mode ? Anyone able to play in mobile ???,,
8.22E+17,.just_nelson,2024-01-04T15:36:54.7420000+08:00,I'm new to the game,,
1.04E+18,kaze_no_kai,2024-01-04T15:50:17.9490000+08:00,@janmhh @vp.kurn @heyarnold031115 please reach out to Decentral Games for this: https://discord.com/servers/decentral-games-575680175438692370,,
1.04E+18,kaze_no_kai,2024-01-04T15:51:17.2220000+08:00,@DevSing39667081 welcome to the Decentraland server 🙂 . You can only use the browser or desktop version. At the moment Decentraland is not available on a mobile.,,
1.04E+18,kaze_no_kai,2024-01-04T15:51:51.9030000+08:00,"@Just_Nelson Lingo welcome to our server, I hope you are going to have a great time here 🙂",,
8.22E+17,.just_nelson,2024-01-04T16:28:22.6510000+08:00,I hope so too.... I want to know what to do to be able to wager my 20$ giveaway bonus for casino,,
1.04E+18,kaze_no_kai,2024-01-04T16:58:07.4140000+08:00,You can check this message: https://discord.com/channels/417796904760639509/420147899096104961/1192374432480641117,,
1.06E+18,_cicadaa_,2024-01-04T20:08:03.7580000+08:00,"@Nataraj 💚 @AKI @anonim #Radar We're glad you made it Decentraland's Discord server. Please take some time to check the #rules of the server. If you need help with anything, don't hesitate to let us know. 😊",,
1.06E+18,_cicadaa_,2024-01-04T20:24:20.5630000+08:00,"Hello, @Bwitter. Please refrain from posting topics that are unrelated to Decentraland on the server, and note that we don't allow the shilling of other projects as part of the server's #rules. I'll remove your post now. 🙏",,
1.06E+18,_cicadaa_,2024-01-04T20:26:47.9290000+08:00,"@Blitzkrieg ⚡ Welcome to Decentraland's Discord server. Just in case you missed it, please reach out to Decentral Games regarding your inquiry about the CoinGecko bonus: https://discord.com/servers/decentral-games-575680175438692370",,
1.05E+18,Tickets#5253,2024-01-04T20:28:08.5000000+08:00,A ticket was created here: #deleted-channel,,
9.54E+17,assadiq380,2024-01-04T22:47:41.4570000+08:00,"Good afternoon, I'm new to decentralized casino, i got the coingecko bonus and I don't know what to do to withdraw",,
1.06E+18,_cicadaa_,2024-01-04T22:56:42.3000000+08:00,"Hi, @assadiq380. Welcome to Decentraland's Discord server. Regarding your inquiry about the CoinGecko bonus, please check this message: https://discord.com/channels/417796904760639509/420147899096104961/1192444015900110891",,
1.05E+18,Tickets#5253,2024-01-04T23:17:32.3360000+08:00,A ticket was created here: #deleted-channel,,
6.06E+17,cyclopa,2024-01-04T23:30:39.0080000+08:00,"@Kaze_no_Kai How about a public post about the link changing? Perhaps on DCL official X account?

I noticed only 2 people reacted to the Discord post + lots of people didn't/don't know about the links being updated:
https://discord.com/channels/417796904760639509/1047182179244986378/1192162991567810730",,
1.04E+18,kaze_no_kai,2024-01-04T23:36:25.9030000+08:00,"Hey @Cyclopa we can do that as well, we also had few posts on this in #announcements . Same was shared directly with most of the Scene owners and in the CBD discord as well.",,❤️ (1)
6.06E+17,cyclopa,2024-01-04T23:39:58.1670000+08:00,"Yes, i was aware of it though 🙏  but not everyone is in the Discord server(s)

I think putting it on X will reach a lot of those people 

or maybe a blog post might even be better 😬",,"🙏 (1),👍 (1)"
1.08E+18,omang27,2024-01-05T02:43:03.5040000+08:00,"How can someone withdraw the $20 bonus we received into our account,",,
1.06E+18,_cicadaa_,2024-01-05T02:51:15.7740000+08:00,"Hey, @T Best. Welcome to Decentraland's Discord server. I assume that your inquiry is about the bonus from CoinGecko. That said, please reach out to Decentral Games about this: https://discord.com/servers/decentral-games-575680175438692370. Their team should be able to help you with your concerns. Thanks!",,
3.49E+17,trinstod,2024-01-05T03:01:19.9030000+08:00,Wen moon,,
1.08E+18,omang27,2024-01-05T03:11:55.7030000+08:00,"Can you answer me here, by directing me on how to go about it, and withdraw the $20  to my wallet?",,
1.06E+18,_cicadaa_,2024-01-05T03:18:16.8810000+08:00,"Hi, @T Best. Please know the airdrop you received is from Decentral Games. Decentraland is different from DG. However, DG manages the casino scenes within our platform. That said, it would be best to contact their support team to learn more about the airdrop you received.",,
1.08E+18,omang27,2024-01-05T03:22:39.0300000+08:00,"I click on this link and is taking me nowhere, I copy it and paste in my browser still I can access the chat.",,
1.06E+18,_cicadaa_,2024-01-05T03:23:59.3570000+08:00,Please try this one. This is the direct invitation link to DG's Discord server: https://discord.com/invite/decentralgames.,,
9.16E+17,sugarman.svg,2024-01-05T06:16:00.9070000+08:00,Hi i sighn in but the game not loading,,
1.03E+18,drfabio.,2024-01-05T06:26:24.6280000+08:00,"Hello all! Happy New Year! Well, not quite new anymore.",,
1.02E+18,Decentraland#7255,2024-01-05T08:00:03.5030000+08:00,,,
1.14E+18,cathyloom,2024-01-05T12:36:02.8930000+08:00,"Quick question, is it currently possible for Apple's vision pro vr headset to be used in Decentraland?",,
1.14E+18,cathyloom,2024-01-05T12:38:31.6590000+08:00,Seeing all the hype made me wonder if we can somehow benefit from it.,,
4.42E+17,titan5617,2024-01-05T15:15:22.2630000+08:00,"Hi everyone, I'm a game developer working with Unity and I'm here to build scenes for Decentraland.",,
7.10E+17,grafkaal,2024-01-05T19:16:37.3620000+08:00,"Has something changed with the DCL Client loader? It now just hangs on ""Loading Decentraland""",,
1.04E+18,kaze_no_kai,2024-01-05T20:00:18.0960000+08:00,"We are investigating the issue with the desktop client, will keep you posted: https://status.decentraland.org/",,🙏 (2)
1.06E+18,_cicadaa_,2024-01-05T21:22:00.3500000+08:00,"Hi, @sugarmanAre you trying to run the Desktop Client? If so, please know that there's an ongoing investigation about the issue with it: https://status.decentraland.org/. For now, please try the browser version instead.",,
1.05E+18,Tickets#5253,2024-01-05T21:22:55.2430000+08:00,A ticket was created here: #deleted-channel,,
1.06E+18,_cicadaa_,2024-01-05T21:31:31.9640000+08:00,"Hello, @Cathy. Please know that Decentraland is currently not officially supported on VR. However, a dedicated team which was funded by the DAO is currently developing further into that subject. That said, the best place to discuss this topic would be here: https://discord.com/channels/894658869391933540/936190478003634176. It may require you to join the Decentraland's DAO Discord server to access the channel, so here's the invite link to the server: https://discord.com/invite/ZdzKgYE5Q3.",,👍 (1)
1.06E+18,_cicadaa_,2024-01-05T21:35:17.3220000+08:00,"Hello, @Titan5617. We're glad that you made it to Decentraland's Discord server. We're looking forward to the scenes you will build on our platform. This article should help you with your goal: https://docs.decentraland.org/creator/development-guide/sdk7/sdk-101/.",,
7.98E+17,bozganaa,2024-01-06T02:27:42.6400000+08:00,Can we promote nft projects here?,,
1.06E+18,_cicadaa_,2024-01-06T02:53:44.1740000+08:00,"Hello, @TheDoc. Welcome to Decentraland's Discord server. Please know that we don't allow the shilling of other projects on our server. You find the server rules we implement on #rules. 😊",,
7.98E+17,bozganaa,2024-01-06T02:53:58.8770000+08:00,✌️✌️,,
1.02E+18,Decentraland#7255,2024-01-06T08:00:04.2140000+08:00,,,
1.19E+18,shubhamsharmapgs,2024-01-06T09:18:07.5160000+08:00,"Hello all, I am an Architect, Planner, and Real Estate Developer looking for any opportunities in digital land and property development-based job opportunities and discuss the concepts. Cheers.",,
3.35E+17,mattimus,2024-01-06T09:49:05.8220000+08:00,if any event moderators are around and can approve this I will love you forever https://decentraland.org/events/event/?id=4f7f1d9a-5e2e-4de5-b63a-409b017fdce9,,
4.08E+17,nft_world,2024-01-06T11:35:00.1800000+08:00,@Eric Hill's✪ Please refer to rule #6 of the rules and refrain from posting content unrelated to Decentraland. Thank you,,🙏 (2)
1.09E+18,.donny1,2024-01-06T13:37:34.5390000+08:00,Hallo guys,,
1.09E+18,.donny1,2024-01-06T13:38:10.8150000+08:00,How to verified? My acc,,
4.08E+17,nft_world,2024-01-06T14:38:13.5330000+08:00,@Brian360 Please refer to rule #6 of the rules and refrain from posting content unrelated to Decentraland. Thank you,,🙏 (2)
1.04E+18,kaze_no_kai,2024-01-06T15:09:12.8020000+08:00,hey @mattimus really sorry that we were not able to approve it 🙏,,
1.06E+18,_cicadaa_,2024-01-06T20:29:14.8210000+08:00,"Hey, @Donny1. We're happy that you made it to Decentraland's Discord server. I understand that you have some inquiries about your account. However, could you share more details about it so we can provide the most accurate information to address your concern? Also, please know that as long as you use your wallet to log in to Decentraland, you should be good to go. There's no account verification required.",,
4.08E+17,nft_world,2024-01-07T05:50:47.8690000+08:00,"@Justin $SELF For partnership or collaboration inquiries, please kindly fill out this form https://dcl.gg/partnerships. But if your concern is not about partnership or collaboration, and would like to discuss it privately, please feel free to send an email to  hello@decentraland.org. 🙂 Removing this message to keep things tidy due to its promotional nature",,
3.15E+17,thejustjustin,2024-01-07T06:20:03.5450000+08:00,I will mail it,,👍 (1)
4.08E+17,nft_world,2024-01-07T06:22:36.3020000+08:00,@SLasVegas Feel free to report in #report-scam. And please watch the language 😉,,
3.76E+17,slasvegas,2024-01-07T06:23:34.4520000+08:00,@Doug | NFTWorld.io are you all looking into the smart wearables not working again?,,
4.08E+17,nft_world,2024-01-07T06:27:57.5680000+08:00,"I'm not tech support, just helping with mod duties. I'll poke them though to create a ticket for you",,🍴 (1)
7.27E+17,sacrateghoul,2024-01-07T06:36:56.2000000+08:00,"👀Howdy'O Folks!!
How are you all doing today, you beautiful people? 🤗",,
1.02E+18,Decentraland#7255,2024-01-07T08:00:03.9020000+08:00,,,
1.08E+18,kingvandi,2024-01-07T12:19:05.5750000+08:00,Hello,,
1.08E+18,kingvandi,2024-01-07T12:19:59.4060000+08:00,Is there a specific date for the release of the mobile version?,,
9.54E+17,umtank1,2024-01-07T14:09:15.2820000+08:00,I get 40 USDT casino CoinGecko bonus how can i use it?,,
1.05E+18,Tickets#5253,2024-01-07T15:19:14.3950000+08:00,A ticket was created here: #deleted-channel,,
1.08E+18,kingvandi,2024-01-07T17:08:13.4500000+08:00,?¿????,,
1.10E+18,zigg.,2024-01-07T20:21:50.1050000+08:00,"Hello @kingvandi, Our team is actively working on this one. However, I'm unable to provide any ETAs at the moment. Rest assured that all users will be kept informed about this matter. Thank you!",,
1.10E+18,zigg.,2024-01-07T20:25:10.8830000+08:00,"Hello @umtank1, welcome to Decentraland's Discord server! If your inquiry pertains to the CoinGecko bonus, please direct your questions to Decentral Games using the following link: https://discord.com/servers/decentral-games-575680175438692370. Their team is well-equipped to assist you with any concerns you may have. Thank you!",,
7.48E+17,posi5556,2024-01-08T00:24:24.7960000+08:00,"What is the benefit of doing that?  Like MANA it provides virtual reality, and more.  While,  DeFiway provides a good crypto bridge,  swap and it has helped my MANA accumulate.",,
8.16E+17,lucii.io,2024-01-08T05:10:18.0480000+08:00,":meeples_emoji_1: :meeples_emoji_1: :meeples_emoji_1: Who is a fan of Meeples? I just created a new collection, accessible mint price, snag one for $5! Meep Meep #meeplesforthepeoples link here: #🎥-share-your-work",,
1.02E+18,Decentraland#7255,2024-01-08T08:00:03.6770000+08:00,,,dcl (1)
1.04E+18,kaze_no_kai,2024-01-08T16:14:42.6030000+08:00,"hey @SLasVegas we have an opened bug for smart wearables. Hopefully we will have a fix for this in the next few days:
https://discord.com/channels/417796904760639509/1189481294724345936/1192164015334494319",,
8.05E+17,bengibsonedu,2024-01-08T23:34:01.1260000+08:00,Is Decentraland going to be available on Apple Vision?,,
5.40E+17,_.valkyr._,2024-01-08T23:56:17.9160000+08:00,"Hello there, @bengibsoncreates.🙂 Decentraland is currently not officially supported on VR; however, a dedicated team that was funded by the DAO is developing further on this. For discussions about VR, you may join Decentraland's DAO Discord (vr client channel). Here's the invite link to the server: https://discord.com/invite/ZdzKgYE5Q3.",,
9.07E+17,lordlike.eth,2024-01-09T00:26:09.2100000+08:00,"Event happening now 🔥

https://discord.com/channels/417796904760639509/682659012902518805/1193953673957617806",,
4.56E+17,Deleted User,2024-01-09T06:30:24.3930000+08:00,hi,,
5.26E+17,sinfulmeatstick,2024-01-09T06:51:11.8350000+08:00,hai :sinful90Koko:,,
1.02E+18,Decentraland#7255,2024-01-09T08:00:03.2660000+08:00,,,
9.41E+17,renderednfts,2024-01-09T14:47:29.0650000+08:00,"https://mintable.app/UTILITY/item/2BHK-Modern-Villa-Modern-Villa/jHaRPqMk2vSiI_6

2BHK Villa for Decentraland Land owners

******** ONLY 1 PARCEL REQUIRED************* 

Owners can use it for staying while in Decentraland.

Also can be used as a gallery to display NFT's and to rent it out too.

3D file will be provided with everything related to it.",,
4.08E+17,fickleprick,2024-01-09T15:28:22.5390000+08:00,hey i lost my old discord account can i please be invited back to the vegas discord for all the contributors?,,
1.10E+18,zigg.,2024-01-09T20:24:02.5790000+08:00,"Hello @Pickle Rick! To revisit details about Vegas City, please follow this link: https://www.vegascity.org/about. Moreover, you can join their Discord server by following this link: https://t.co/CffyX5tTiV.",,
1.01E+18,rodrigonunes27,2024-01-09T21:30:16.7510000+08:00,"Hello @.Decentraland @Kaze_no_Kai 
Do we have any documentation on how to set up an AI powered chatbot in our lands? I have looked everywhere but couldn't find it, and we want to implement a conversational bot similar to the ones in the Genesis Plaza.

Could you share some light? Even if it is only through a 3rd party

Thank you very much",,
1.06E+18,_cicadaa_,2024-01-09T21:48:54.0390000+08:00,"Hi, @Rodrigo Nunes. I understand you would like to put an AI NPC in your scene. Please check this GitHub repository to find our NPC toolkit that should help you achieve your plans for your scene: https://github.com/decentraland-scenes/dcl-npc-toolkit.",,❤️ (1)
1.01E+18,rodrigonunes27,2024-01-09T23:17:58.1300000+08:00,"Thank you @_Cicadaa_ , we already implemented some NPCs, but we are not able to integrate them to a conversational AI (like chatGPT). Decentraland has 3 or 4 bots in the genesis plazawith the conversational feature, but there is no reference about it in the toolkit",,
1.06E+18,_cicadaa_,2024-01-09T23:29:41.7730000+08:00,"Thanks for the response, @Rodrigo Nunes. Those NPCs (Simone, Aisha, and Dodge) are powered by a backend service called Inworld. This blog post should give you more information about the NPCs in Genesis Plaza: https://decentraland.org/blog/announcements/ai-npcs-herald-the-beginning-of-ai-in-decentraland/#bringing-scenes-to-life-with-interactive-ai-npcs. I hope this information helps. 😊",,dclgm (1)
1.01E+18,rodrigonunes27,2024-01-09T23:46:59.5760000+08:00,"Thank you very much @_Cicadaa_ , the info is indeed very helpful. We will run some tests and hope it works. Thanks for the support",,❤️ (1)
8.79E+17,kimbonft,2024-01-10T01:55:54.0970000+08:00,Reminder that the RSVPs for the Community Summit are due tomorrow January 10. If you applied to the Summit please check your spam email and be sure to reserve your spot ASAP. https://discord.com/channels/417796904760639509/433376431603580970/1190364803110281378,,"🔥 (3),❤️ (1)"
8.04E+17,.mease,2024-01-10T02:59:24.4560000+08:00,Is there a good place/resource with a detailed verbal description of what the logo of Decentraland is? or what inspired the different visual parts of the current logo?,,
1.06E+18,_cicadaa_,2024-01-10T04:30:57.8860000+08:00,"Hi, @Mease. We'll check this with the team, and let you know once we receive information to address our inquiry.",,❤️ (1)
4.35E+17,steliosvaitsis,2024-01-10T04:46:39.2380000+08:00,Hallo guys,,
4.35E+17,steliosvaitsis,2024-01-10T06:37:09.6450000+08:00,I have a question…. In this bull market price prediction for mana ? Can mana reach 10$?,,
4.35E+17,steliosvaitsis,2024-01-10T06:37:30.3650000+08:00,Price prediction?,,
1.02E+18,Decentraland#7255,2024-01-10T08:00:03.7700000+08:00,,,
7.87E+17,jeyjey64,2024-01-10T16:16:58.5260000+08:00,"hi,  anyone going to solve the problem of not being able to access the events section? thanks.",,
1.12E+18,michael063137,2024-01-10T18:54:06.7420000+08:00,Hello everyone,,
1.12E+18,michael063137,2024-01-10T18:54:12.4750000+08:00,Greetings to y'all,,
9.31E+17,syedmahamud,2024-01-10T20:40:59.8560000+08:00,Hi,,
5.40E+17,_.valkyr._,2024-01-10T20:55:14.4620000+08:00,"Hey there, @JeyJey64. Would you mind sharing with us more details about the issue you encountered with the events section? Have you tried clearing your browser's cache, yet the problem persists? Thank you!😊",,
5.40E+17,_.valkyr._,2024-01-10T20:58:22.9190000+08:00,"Howdy, @Blãckêd Dōg and @Syed Mahamud. Welcome to Decentraland's Discord server. I hope you have a great time here!:dcl:",,
7.87E+17,jeyjey64,2024-01-10T21:23:25.2070000+08:00,"the problem is that now, as the browser is drop down, not only the explore section, but in the 5 possible drop down windows, all the options that are on the left, are not activated, so they are impossible to click. yesterday I commented on several lands and the same thing happened to several users.",,🕵️ (1)
7.87E+17,jeyjey64,2024-01-10T21:33:56.8950000+08:00,upload a video in the help section,,🙏 (2)
2.71E+17,joel5886,2024-01-10T21:48:26.1260000+08:00,Hi,,
1.06E+18,_cicadaa_,2024-01-10T22:29:01.6640000+08:00,"Hello, @Mease. Thanks for patiently waiting. I received an update from the team, and they confirmed that there's no information about this on our website. However, we will seek assistance from our Marketing Team to see if the information can be shared publicly via our docs page or official web pages.",,
5.40E+17,_.valkyr._,2024-01-10T22:48:33.0900000+08:00,"Welcome to the Decentraland Discord server, @joel.🤗",,
2.71E+17,joel5886,2024-01-10T23:20:40.9330000+08:00,Thank you Valkyr,,😊 (1)
1.12E+18,michael063137,2024-01-11T00:08:39.7030000+08:00,Thank you so much,,🤗 (1)
1.08E+18,kingvandi,2024-01-11T02:39:38.5490000+08:00,🙏🙏🙏,,
1.05E+18,Tickets#5253,2024-01-11T02:47:22.0010000+08:00,A ticket was created here: #deleted-channel,,
7.27E+17,sacrateghoul,2024-01-11T05:50:44.4190000+08:00,"UwU~ ^w^
👀Hello Folks!!
How are you all doing today?",,
4.10E+17,thelord0125,2024-01-11T06:49:22.7400000+08:00,"Greetings. I come here in protest. I’ve been a user for 2 years and I’m very unhappy with several bugs related to ice poker that originate due to the dlc team… this happened in many occasions, and it upset me and its annoying.
This had caused me not to recommend dlc to people , and to not wish to either invest or make future projects here.

I say this not only as a complaint, but also in hope of future improvement",,
4.10E+17,thelord0125,2024-01-11T06:50:17.5480000+08:00,I would also add that several people I know feel the same way. Which is unfortunate,,
1.07E+18,brenna1112,2024-01-11T06:57:51.1710000+08:00,Hi all!,,
7.03E+17,metaryuk,2024-01-11T07:09:17.6140000+08:00,"The Decentraland DAO has released an infographic guide titled 'How to Stay Safe in Web 3.0.' Considering the daily occurrence of scams and hacks in the world of Web 3.0, I strongly recommend everyone to read and share this essential guide. It's an important resource for practicing safe online habits in the Web 3.0 space.

https://twitter.com/DecentralandDAO/status/1745126461684789491",,
4.08E+17,nft_world,2024-01-11T07:58:21.2040000+08:00,ICE poker is run by Decentral Games. Feel free to submit your feedback to their discord,,
4.08E+17,nft_world,2024-01-11T07:58:50.8260000+08:00,"I'm sure they might appreciate some specifics as far as what bugs you're running into as well, so that they can fix them",,
1.02E+18,Decentraland#7255,2024-01-11T08:00:03.2930000+08:00,,,
4.10E+17,thelord0125,2024-01-11T08:16:17.6750000+08:00,"ive been and am an active member there for 2 years. the bugs in talking about are due to dlc, not DG. when its their fault, yes i would talk to them. but many times its dlc fault. and worst is when its their fault they fix, when its dlc they do not.

i will give some examples, and obv dg team have more which u can ask. but im giving a rundown overall. 
so many times dlc makes updates to their server (sorry for any tecnical wrong word but the point is correct), and that messes ice game, sometimes dg doesnt get enough warnings, or upgrade done to dlc messes ice poker games and it has to be dlc to fix (in other words even if dg team wants to fix they cant). eventually dlc does it, but it takes to long.
soemtimes there is overall errors, like when game laggs bc ""to many people"" joinned an open chat. and there are several technicall problems that has to do with dlc, but most importantly, and this is the main point, dlc seems to lack the willingness to correct or to act fast. whatever might be the case, this is the impression i have. and i think dlc team knows its not a wrong idea i have, bc many times they failed, in my view, to help quickly fix ice poker problems.

ice poker in itself works well, the cards come out well, the rewards arrive to my wallet, their website and delegation works. ect ect. but seems building on dlc is an issue, and the support given by dlc team is lacking. for those reason i have the opinon i shared above",,
4.10E+17,thelord0125,2024-01-11T08:18:10.3540000+08:00,"i also want to inform, that i am a guild manager, where i have easily like over 200 accounts login every day to dlc ""bc of me"", and i collect feedback from them. in the past when there were problems i contact dg, and they share to be some of those issues is dlc problem. and although they always were respectful and didnt accuse dlc, its not hard to figure out where the underlying problem in ""coding"" and such lies ...",,
4.10E+17,thelord0125,2024-01-11T08:18:33.1860000+08:00,"ive been wanting to write somethign here for a long time, but never actually did. but i felt it is some hard, honest, feedback",,
